galaxy_id,redshift,source_h5_row,bundle_h5_row
2680652229664141876,0.328000009059906,56739,5056
2742210708663368931,0.2540000081062317,56746,5057
2730232413651037430,0.33000001311302185,56823,5064
2755715974664074761,0.20000000298023224,57048,5086
2665750138640729961,0.42800000309944153,57084,5088
2760341945677354745,0.4519999921321869,57353,5113
2631311306672342485,0.21799999475479126,57709,5142
2724370048679999102,0.32199999690055847,57782,5147
2656364802649258088,0.41200000047683716,57977,5165
2758405510644834327,0.34200000762939453,58007,5168
2644139686654832879,0.18400000035762787,58132,5179
2674916091638795738,0.3319999873638153,58187,5186
2725560807683218624,0.1899999976158142,58455,5212
2642828457642966350,0.328000009059906,58548,5221
2725937087682290340,0.40799999237060547,58660,5227
2658373574685832066,0.21199999749660492,58876,5246
2725404864644198890,0.4480000138282776,58945,5255
2699456685663522632,0.41999998688697815,59030,5262
2657928948673536741,0.3619999885559082,59442,5292
2713905991647672565,0.3700000047683716,59601,5305
2638045055651620406,0.3319999873638153,59746,5319
2646673980639392697,0.24799999594688416,59755,5321
2659668555650183934,0.3619999885559082,59821,5327
2646706049678195364,0.3479999899864197,59969,5344
2645058572677070117,0.328000009059906,60156,5360
2725961764657083680,0.42800000309944153,60198,5363
2729524049647222448,0.3019999861717224,60234,5368
2645667842639072473,0.4480000138282776,60371,5382
2665503243645447511,0.3140000104904175,60395,5385
2641597826682197901,0.16200000047683716,60432,5390
2689106856690775359,0.3919999897480011,60619,5404
2685552205682471352,0.4779999852180481,60645,5407
2671074290684690204,0.41999998688697815,60753,5416
2734469445684053693,0.4359999895095825,60756,5417
2700779435682338668,0.3179999887943268,60912,5428
2699076308684113977,0.2879999876022339,60927,5429
2703663508681877741,0.4320000112056732,60940,5432
2681233655681982017,0.3400000035762787,60968,5433
2725522882678054894,0.33000001311302185,60977,5434
2649926594638995452,0.33399999141693115,61212,5456
2697850200684890449,0.4180000126361847,61579,5482
2746889411661110577,0.3160000145435333,61671,5490
2683701446677611792,0.3319999873638153,61764,5496
2648568123682306533,0.40400001406669617,61974,5519
2699214412680710625,0.4580000042915344,62075,5530
2740367768668740618,0.45399999618530273,62294,5548
2696575517656861306,0.30399999022483826,62339,5551
2749282775644808745,0.19599999487400055,62382,5554
2746491993677263185,0.40799999237060547,62393,5556
2728754704667090923,0.3840000033378601,62672,5586
2753342654673621039,0.4059999883174896,62700,5587
2661763934667947341,0.4399999976158142,62743,5591
2687186307672277945,0.3799999952316284,62832,5599
2761526906667973934,0.46399998664855957,62848,5601
2661368328669553013,0.44999998807907104,62874,5603
2648219869684633646,0.20999999344348907,63069,5616
